Carat-WeightOfDiamondStonesInCaratUnits,IndicatorForColourD,IndicatorForColourE,IndicatorForColourF,IndicatorForColourG,IndicatorForColourH,IndicatorForClarityIF,IndicatorForClarityVVS1,IndicatorForClarityVVS2,IndicatorForClarityVS1,IndicatorForCertificationBodyGIA,IndicatorForCertificationBodyIGI,IndicatorForMediumStonesBetween0.5ToLessThan1Carat,IndicatorForLargeStonesWeighing1CaratOrMore,InteractionVariableMed*carat,InteractionVariableLarge*carat,CaratSquared,PriceSingapore
0.09782608695652176,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.034391983695652176,0.038711776187378005
0.1195652173913043,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.043902853260869554,0.05419648666232921
0.1195652173913043,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.043902853260869554,0.03903708523096942
0.1304347826086956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.048913043478260865,0.05341574495770983
0.1304347826086956,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.048913043478260865,0.05341574495770983
0.1304347826086956,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.048913043478260865,0.04300585556278465
0.1413043478260869,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05409307065217392,0.06441119063109954
0.1413043478260869,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05409307065217392,0.04547820429407938
0.15217391304347824,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0594429347826087,0.05361093038386466
0.16304347826086954,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06496263586956522,0.056278464541314244
0.17391304347826084,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07065217391304347,0.07384515289525048
0.17391304347826084,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07065217391304347,0.0649316851008458
0.18478260869565208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07651154891304347,0.0586857514638907
0.23913043478260868,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.10835597826086958,0.10657124268054653
0.24999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11523437499999999,0.06363044892648015
0.24999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11523437499999999,0.05647364996746909
0.31521739130434767,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16007133152173916,0.13096942094990238
0.326086956521739,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16813858695652176,0.11353285621340274
0.3478260869565216,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5555555555555556,0.0,0.1847826086956522,0.19609629147690305
0.35869565217391297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5666666666666667,0.0,0.19335937500000003,0.20065061808718282
0.35869565217391297,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5666666666666667,0.0,0.19335937500000003,0.20065061808718282
0.4130434782608695,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6222222222222223,0.0,0.23879076086956524,0.22329212752114508
0.4130434782608695,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6222222222222223,0.0,0.23879076086956524,0.18425504229017564
0.434782608695652,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6444444444444444,0.0,0.25815217391304346,0.27280416395575796
0.434782608695652,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6444444444444444,0.0,0.25815217391304346,0.23233571893298638
0.434782608695652,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6444444444444444,0.0,0.25815217391304346,0.20709173715029278
0.5652173913043476,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.3232921275211451
0.5760869565217389,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.7888888888888889,0.0,0.40056046195652173,0.3592713077423553
0.6304347826086955,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8444444444444444,0.0,0.4629755434782609,0.3550422901756669
0.652173913043478,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8666666666666667,0.0,0.48913043478260876,0.3447625243981783
0.8913043478260867,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.5662979830839298
0.902173913043478,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.5357839947950553
0.902173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.49037085230969424
0.3478260869565216,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5555555555555556,0.0,0.1847826086956522,0.2042940793754066
0.3478260869565216,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5555555555555556,0.0,0.1847826086956522,0.18178269355888094
0.35869565217391297,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5666666666666667,0.0,0.19335937500000003,0.20904359141184126
0.3695652173913042,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5777777777777778,0.0,0.20210597826086957,0.17618737800910866
0.3695652173913042,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5777777777777778,0.0,0.20210597826086957,0.16213402732595966
0.38043478260869557,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5888888888888889,0.0,0.21102241847826086,0.2184124918672739
0.38043478260869557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5888888888888889,0.0,0.21102241847826086,0.1992843201040989
0.4130434782608695,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6222222222222223,0.0,0.23879076086956524,0.19707221860767732
0.4130434782608695,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6222222222222223,0.0,0.23879076086956524,0.16681847755367601
0.42391304347826064,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6333333333333333,0.0,0.24838654891304351,0.17033181522446322
0.42391304347826064,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6333333333333333,0.0,0.24838654891304351,0.18067664281067014
0.434782608695652,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6444444444444444,0.0,0.25815217391304346,0.2052049446974626
0.4565217391304346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.2781929347826087,0.21385816525699414
0.4565217391304346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.2781929347826087,0.18106701366297984
0.46739130434782594,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6777777777777778,0.0,0.28846807065217395,0.19375406636304487
0.4782608695652172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6888888888888889,0.0,0.2989130434782609,0.19368900455432664
0.4999999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7111111111111111,0.0,0.32031250000000006,0.2047495120364346
0.5108695652173911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7222222222222223,0.0,0.33126698369565216,0.19551073519843853
0.5652173913043476,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.4052700065061809
0.5652173913043476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.36740403383214054
0.5652173913043476,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.3358490566037736
0.5652173913043476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.31698113207547174
0.5652173913043476,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.24124918672739104
0.5760869565217389,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7888888888888889,0.0,0.40056046195652173,0.3730644111906311
0.5760869565217389,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7888888888888889,0.0,0.40056046195652173,0.2963565387117762
0.5869565217391303,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.4127038043478261,0.3268705270006506
0.5978260869565215,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8111111111111111,0.0,0.4250169836956522,0.30546519193233573
0.6086956521739129,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8222222222222223,0.0,0.4375,0.33682498373454783
0.6739130434782608,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.888888888888889,0.0,0.5159646739130436,0.5187378009108653
0.6739130434782608,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.888888888888889,0.0,0.5159646739130436,0.40774235523747565
0.6739130434782608,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.888888888888889,0.0,0.5159646739130436,0.40774235523747565
0.6739130434782608,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.888888888888889,0.0,0.5159646739130436,0.37592713077423556
0.6739130434782608,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.888888888888889,0.0,0.5159646739130436,0.3521795705920625
0.684782608695652,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9000000000000001,0.0,0.5296365489130436,0.5255042290175667
0.684782608695652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9000000000000001,0.0,0.5296365489130436,0.38106701366297985
0.684782608695652,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9000000000000001,0.0,0.5296365489130436,0.43721535458685756
0.6956521739130432,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9111111111111111,0.0,0.5434782608695652,0.4186076772934288
0.7282608695652172,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9444444444444444,0.0,0.586022418478261,0.5023422251138582
0.7282608695652172,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9444444444444444,0.0,0.586022418478261,0.4601821730644112
0.7391304347826084,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9555555555555556,0.0,0.6005434782608696,0.3381262199089135
0.8913043478260867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.8547169811320755
0.8913043478260867,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.7014313597918023
0.8913043478260867,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.6473649967469096
0.8913043478260867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.6023422251138582
0.8913043478260867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.5572543916720885
0.8913043478260867,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.5752765126870527
0.8913043478260867,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.5482758620689655
0.8913043478260867,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.5302537410540014
0.8913043478260867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.5302537410540014
0.8913043478260867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.48516590761223166
0.8913043478260867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.4671437865972674
0.902173913043478,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.7087182823682499
0.902173913043478,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.7269355888093689
0.902173913043478,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.6268054651919324
0.902173913043478,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.6086532205595316
0.902173913043478,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.563109954456734
0.902173913043478,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.5722186076772935
0.902173913043478,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.5540013012361744
0.902173913043478,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.5357839947950553
0.902173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.49037085230969424
0.9130434782608694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9272727272727272,0.8559782608695653,0.6608978529603123
0.9565217391304346,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9636363636363636,0.9266304347826086,0.6019518542615485
0.9891304347826084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.990909090909091,0.9814028532608696,0.5510084580351334
0.1304347826086956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.048913043478260865,0.043201040988939496
0.1304347826086956,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.048913043478260865,0.05673389720234222
0.16304347826086954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06496263586956522,0.044827586206896544
0.17391304347826084,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07065217391304347,0.037996096291476905
0.24999999999999992,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11523437499999999,0.08575146389069617
0.2717391304347825,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1295006793478261,0.07215354586857514
0.35869565217391297,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5666666666666667,0.0,0.19335937500000003,0.19056603773584907
0.35869565217391297,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5666666666666667,0.0,0.19335937500000003,0.16701366297983083
0.3695652173913042,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5777777777777778,0.0,0.20210597826086957,0.1855562784645413
0.3695652173913042,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5777777777777778,0.0,0.20210597826086957,0.18087182823682496
0.38043478260869557,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5888888888888889,0.0,0.21102241847826086,0.18015614834092386
0.40217391304347816,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6111111111111112,0.0,0.2293648097826087,0.19303838646714377
0.5652173913043476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.29173715029277814
0.5869565217391303,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8,0.0,0.4127038043478261,0.30091086532205596
0.7173913043478258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9333333333333333,0.0,0.571671195652174,0.3296681847755368
0.7282608695652172,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9444444444444444,0.0,0.586022418478261,0.4012361743656474
0.3478260869565216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5555555555555556,0.0,0.1847826086956522,0.1862719583604424
0.3478260869565216,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5555555555555556,0.0,0.1847826086956522,0.18178269355888094
0.48913043478260854,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7000000000000001,0.0,0.30952785326086957,0.38217306441119064
0.5760869565217389,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7888888888888889,0.0,0.40056046195652173,0.3730644111906311
0.5760869565217389,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7888888888888889,0.0,0.40056046195652173,0.2963565387117762
0.6739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.888888888888889,0.0,0.5159646739130436,0.27286922576447625
0.8913043478260867,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.6473649967469096
0.9130434782608694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9272727272727272,0.8559782608695653,0.6333116460637606
0.9347826086956519,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9454545454545454,0.8909646739130435,0.5806766428106702
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.012036434612882237
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00826284970722186
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.010735198438516586
0.010869565217391297,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0031419836956521757,0.021405335068314893
0.010869565217391297,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0031419836956521757,0.021405335068314893
0.010869565217391297,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0031419836956521757,0.014638906961613532
0.010869565217391297,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0031419836956521757,0.013272608978529603
0.010869565217391297,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0031419836956521757,0.007807417046193879
0.021739130434782622,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.006453804347826091,0.0
0.03260869565217389,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00993546195652174,0.027260897852960306
0.0869565217391304,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.029891304347826084,0.03142485361093038
0.09782608695652176,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.034391983695652176,0.062264150943396226
0.10869565217391305,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0390625,0.03649967469095641
0.1304347826086956,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.048913043478260865,0.061288223812621986
0.1304347826086956,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.048913043478260865,0.037735849056603765
0.1413043478260869,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05409307065217392,0.06441119063109954
0.18478260869565208,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07651154891304347,0.07696811971372804
0.3695652173913042,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5777777777777778,0.0,0.20210597826086957,0.15985686402081978
0.40217391304347816,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6111111111111112,0.0,0.2293648097826087,0.19960962914769032
0.5652173913043476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.30500975927130775
0.902173913043478,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.5904359141184126
0.40217391304347816,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6111111111111112,0.0,0.2293648097826087,0.1880936890045543
0.4565217391304346,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.2781929347826087,0.21385816525699414
0.5217391304347825,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7333333333333334,0.0,0.3423913043478261,0.23825634352635006
0.5978260869565215,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8111111111111111,0.0,0.4250169836956522,0.35152895250487964
0.684782608695652,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9000000000000001,0.0,0.5296365489130436,0.41314248536109305
0.684782608695652,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9000000000000001,0.0,0.5296365489130436,0.41314248536109305
0.6956521739130432,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9111111111111111,0.0,0.5434782608695652,0.3860767729342876
0.7282608695652172,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9444444444444444,0.0,0.586022418478261,0.4012361743656474
0.8913043478260867,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.8726740403383214
0.8913043478260867,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.6473649967469096
